x1,y1,z1,x2,y2,z2
0.9467535457105258,-0.5335534455868749,-2.902058428925055,-1.0950097767624751,-0.4935447052892541,-2.8854058317294817
0.9523655266921757,-0.536716118025227,-2.919260511859727,-1.0950097767624751,-0.4935447052892541,-2.8854058317294817
0.9467535457105258,-0.5335534455868749,-2.902058428925055,-1.0916324872473313,-0.49202244194900385,-2.8765062979478504
0.9467535457105258,-0.5335534455868749,-2.902058428925055,-1.0916324872473313,-0.49202244194900385,-2.8765062979478504
0.9523655266921757,-0.536716118025227,-2.919260511859727,-1.0950097767624751,-0.4935447052892541,-2.8854058317294817
0.9441127682767948,-0.5320652056697984,-2.8939635328072457,-1.0916324872473313,-0.49202244194900385,-2.8765062979478504
0.9338791825455212,-0.5283766063271341,-2.8626019596719283,-1.0980120774571456,-0.4970476320638492,-2.8933230492957205
0.946213720630454,-0.5362678492494792,-2.894045092734482,-1.089880052599833,-0.4935673705350221,-2.860559620457995
0.9424405946128709,-0.5359350830523809,-2.869908272511612,-1.0877023727210142,-0.49489320342923554,-2.8436256595190095
0.9368636834439196,-0.5377890715672468,-2.8467199215029795,-1.0888917269885725,-0.4977309888513875,-2.8355912960288663
0.9430634423883676,-0.5460561958280039,-2.8469477353100907,-1.0982693109714412,-0.5054586716805824,-2.8433140820469607
0.9299883928728153,-0.5496025222621758,-2.771492317197687,-1.0927946127702803,-0.5117482425265446,-2.7964869863905686
0.9261086853734642,-0.5537331601986266,-2.7423631151052823,-1.0917686014722952,-0.5156504262117859,-2.7725195404672704
0.929326317146958,-0.564004979047923,-2.734495773222134,-1.0783103378166832,-0.5154894141856513,-2.7279337802570325
0.9328549741787068,-0.57441948080386,-2.7276394771687906,-1.0671074836517185,-0.5152535299059389,-2.6842744927031914
0.9210535236103866,-0.58247158581873,-2.665246572090614,-1.06558682902361,-0.5275198644968384,-2.6553466376743504
0.9224602299359224,-0.5924944869517892,-2.6583198887048427,-1.0583908769960595,-0.5278837348489958,-2.627567450182773
0.9263166478503395,-0.6040664343687246,-2.6584815990137396,-1.0586494894368905,-0.5328778873597284,-2.613567115664646
0.9157674766406436,-0.606744984555576,-2.6121214039398644,-1.065349239081891,-0.5420820999751248,-2.620381082560099
0.9151704863463211,-0.6164364266029493,-2.60512813650418,-1.0611834456628315,-0.5457292550477975,-2.6005175211942366
0.9004300954199085,-0.6267971360640121,-2.5476494081468095,-1.0473959929460899,-0.5498989387636358,-2.5479515420702117
0.8958193131303402,-0.6333188098550383,-2.5295098665949594,-1.037735893558443,-0.5503451149673744,-2.5152499012417167
0.9038102242555532,-0.6474229866656552,-2.541820503968136,-1.0341149930506388,-0.5538837695235188,-2.497369405955971
0.8973248703273068,-0.6555897406989086,-2.523624975475457,-1.0226408004538037,-0.5512677519947135,-2.460715517852176
0.8883252116727353,-0.6585432621198836,-2.4933247532096203,-1.0191253348844886,-0.5556734803740012,-2.447836839221205
0.8774719435115679,-0.6705670083962096,-2.4579895343473517,-1.0069418016455456,-0.5576369074134022,-2.4012149709632102
0.8756882570630059,-0.6812616988926706,-2.4579646655042384,-1.0027234158636635,-0.5576687907469319,-2.3783402470446062
0.8630535914938953,-0.6819735515599175,-2.422536184613577,-1.0041732762465163,-0.5635730109926316,-2.373308561203717
0.8533066325590994,-0.6846938702272863,-2.3952125060571645,-0.9934471086305273,-0.5608207669984122,-2.339631494903035
0.8413927869700831,-0.6974004830296946,-2.3618460057038426,-0.9893958568024293,-0.5659590648477196,-2.317767673685222
0.8395869788801438,-0.706158439919425,-2.356811834289623,-0.9860768635879669,-0.5672387540468571,-2.3018712358900073
0.8300825462964444,-0.7068642321130119,-2.325487462738062,-0.9895028913746501,-0.5723767091903432,-2.3017755435002623
0.8283951883219245,-0.7169814756027084,-2.3254639373252903,-0.9839835897641916,-0.5723118936699519,-2.280944089981877
0.8242934460376181,-0.7220295906436781,-2.309337331203858,-0.983547643656557,-0.574460204988706,-2.2759621900048086
0.8188659014218809,-0.7389018880742785,-2.2942049979569967,-0.9864848834436394,-0.5816635014451753,-2.2708863005253295
0.8116312856560234,-0.740618219619172,-2.27396381158538,-0.9838788357255493,-0.5824996136056791,-2.2609685006885956
0.8080135676405676,-0.7455247132920557,-2.2638558003568745,-0.9846576791205051,-0.5843296475832419,-2.254945548672205
0.7995130860749765,-0.7473211431691572,-2.244574063373914,-0.982017788574362,-0.5851128310750827,-2.2450286873321303
0.7944591164490867,-0.7490662622014912,-2.230407306654474,-0.9880145321494218,-0.5893639507505963,-2.2548517886772554
0.794281477046837,-0.7633881949897066,-2.2344481675302377,-0.9870307688618642,-0.5901250806304944,-2.244880874144887
0.7912227534056488,-0.7684719506023276,-2.2303621871090646,-0.9881950712830212,-0.5904946191351621,-2.239841276869728
0.7876274389303526,-0.7698098718410673,-2.220243803474866,-0.9871596643110636,-0.5895519584815796,-2.2298667448561824
0.7845820577433,-0.7732249446276273,-2.2161528277541818,-0.9817101275621266,-0.5843324290704311,-2.210017443117021
0.7829745876113605,-0.7780455065722055,-2.2161154271794827,-0.992139301515227,-0.5912117013955309,-2.229709588091092
0.781367014267491,-0.7844728827620719,-2.2160830224277865,-0.9882906806569326,-0.5843324290704311,-2.209802937630709
0.7797598260664914,-0.7876866304613619,-2.2160406318557655,-0.9943570775107012,-0.5869422235781836,-2.219618661937197
0.7763736790282627,-0.787489032771577,-2.2109270834313413,-0.9937951615511045,-0.5839885800434591,-2.214625233315995
0.7765454933154955,-0.79250719240594,-2.215950852576333,-0.9886501343037216,-0.5774091077090039,-2.1957622378631223
0.7765453305305623,-0.7941140066512283,-2.2159558464574425,-1.0003900355387454,-0.5806910882231429,-2.214400001719422
0.7749380231895944,-0.7973276947461616,-2.2159134518163865,-1.0024973325646014,-0.57317919301098,-2.2043025888910015
0.7765132471944253,-0.8038359221205618,-2.2249899346158797,-0.9994767919520019,-0.5663249538402354,-2.1903720427689053
0.7715626341250066,-0.8003144598078616,-2.2108101613903104,-1.0066320058418374,-0.56269618951219,-2.19513030954687
0.7697944417837648,-0.8000800273670771,-2.205749000089554,-1.0185252469474073,-0.5642038079346312,-2.2137575545328922
0.7697944417837648,-0.8000800273670771,-2.205749000089554,-1.0131703407104553,-0.5528875177766243,-2.194886663094974
0.7699589182093934,-0.8051239949464684,-2.210772848884285,-1.0236386735549263,-0.5442992544901409,-2.1995212637925747
0.7681945229806734,-0.8032790527902861,-2.205706800672651,-1.032704872387351,-0.5415608196073797,-2.2082221008295835
0.7697941176933223,-0.8032790527902861,-2.2057589424663266,-1.0288342474072103,-0.5304407469913079,-2.189303436936827
0.7747444528982221,-0.8100546142103154,-2.2199490694693944,-1.0360555791425934,-0.5267311591557098,-2.1940592970179855
0.7713935503698077,-0.8048784760953557,-2.205816055170518,-1.0386199954479025,-0.517391982430834,-2.1889438542422703
0.7747685609424096,-0.8067271137216474,-2.2109346159114995,-1.052401866703149,-0.5054791066003999,-2.19346033880597
0.7729933071186204,-0.8032790527902861,-2.2058632260536775,-1.0573057304541293,-0.4989400318462604,-2.1932801435159464
0.7731696451049048,-0.8018031105413832,-2.2018622897365097,-1.0456751775743405,-0.4823845329163606,-2.1555872811714436
0.7811841002019398,-0.8084448793515536,-2.2201539735927027,-1.0564319425209097,-0.477915813363609,-2.164227627697386
0.7779598763579889,-0.7986099859494779,-2.2020085017379945,-1.0649560244086487,-0.4598885970431146,-2.1548887954672624
0.7845789647510691,-0.8037551901447414,-2.216247713903472,-1.0664838475614018,-0.44818872092299517,-2.144797241857385
0.7793559222450498,-0.7951795075619337,-2.1970407795998126,-1.0659817778318907,-0.4373603903365813,-2.1307724756348665
0.7859920928262809,-0.798711281428326,-2.2112755288196677,-1.0723379661486983,-0.42782506418039423,-2.130535617036044
0.7875403388701955,-0.7922236771613104,-2.202300925555717,-1.0773700955365024,-0.40547101860323786,-2.121297149744135
0.7855055498060235,-0.7869887279757171,-2.1922129603897704,-1.0775956667246787,-0.39274495341322657,-2.112245554763263
0.7937890368798107,-0.7904829510974498,-2.2065012901548977,-1.0852812903536555,-0.38331452954084266,-2.1209703353005542
0.7921006282169418,-0.7856221873981604,-2.197426482092871,-1.0854735886636449,-0.3691050013215318,-2.1119152094996823
0.7952866942404662,-0.7840292609679604,-2.1975253819192537,-1.0870483747416382,-0.3564970705824894,-2.111824650070914
0.8000659037452015,-0.780843467711917,-2.19767125745571,-1.0931894800402007,-0.33267112171219965,-2.1205549891269433
0.7999174020678648,-0.7760157255675658,-2.1886465097454715,-1.0977559154590595,-0.32134733490878076,-2.1293757932985073
0.8082979395180171,-0.7794511787936886,-2.2029378202025294,-1.0977546274424477,-0.30863360643676907,-2.129336279802386
0.8043957577885545,-0.7726358520201577,-2.1837791801823716,-1.0986977475378155,-0.29501100943937253,-2.1342659482154476
0.8091441063882514,-0.7694706818714988,-2.1839241139131427,-1.107131211491834,-0.27077427372444857,-2.156927966600516
0.812309779014286,-0.7663054521184833,-2.1840174571628643,-1.1000555337469968,-0.2562480299914438,-2.143105735828667
0.8173682521479715,-0.7664979826965765,-2.1891857409783317,-1.1125826925066893,-0.2465831970718796,-2.1706824436291976
0.8189547823555421,-0.7649117319543159,-2.189232521700566,-1.1159997184211647,-0.23468208744843308,-2.1805393822277437
0.8202238002400175,-0.7599750522168089,-2.1842557341433566,-1.1210367606790725,-0.2226634231326774,-2.190343147610154
0.8303342024438176,-0.7617288273843703,-2.1985984392302838,-1.1210342764169265,-0.1981418182992086,-2.190266935951268
0.8284738444730748,-0.7553940486876832,-2.1895132015944427,-1.1356445111427425,-0.1907878661642333,-2.218783395143631
0.8281799150526213,-0.7506654285883618,-2.1804840217864405,-1.1381623838803894,-0.17959280634174268,-2.223669045645334
0.8386364283439938,-0.7555026847500415,-2.2038522506691502,-1.1381612068417024,-0.16797451653754877,-2.2236329367060774
0.8348199057484695,-0.7490488669055715,-2.189700321985745,-1.1372971173393105,-0.15601018439345168,-2.21862132356936
0.8411659074387838,-0.7427038043321729,-2.1898874408056463,-1.1398178350463934,-0.13643920745831534,-2.223480821831833
0.8459030835999197,-0.7424906187193195,-2.1940432870590194,-1.144003029884208,-0.1250972221554193,-2.228311904264166
0.8455490804759043,-0.7362359482779061,-2.1850074011244605,-1.1490552735015378,-0.11729589389324692,-2.2381282952812644
0.8538503911062105,-0.7345444639188664,-2.1942776220644147,-1.14313361367722,-0.09826488202000931,-2.2232539682494328
0.8554442387817413,-0.7315998107189231,-2.1903183226229603,-1.148193115152197,-0.0903643646579059,-2.2330698140817726
0.8602034484281242,-0.7300135599766626,-2.19046852278975,-1.1447915870661785,-0.08000759075783194,-2.2231431206483316
0.8613768022728113,-0.7267402590188596,-2.185493792056833,-1.1498586362982515,-0.07369335394016732,-2.232963655749439
0.8609300485622879,-0.7221278070691759,-2.1764602306276446,-1.148987512786062,-0.06521382775755423,-2.227963113972901
