aruco_x,aruco_y,aruco_z,x,y,z
0.5919354744158148,-0.5724551454917461,-1.671960748073808,0.5711973702996366,-0.5637072830012113,-1.6682559049946193
0.5879889522206756,-0.5710472235242811,-1.6608217904531002,0.5694627590492147,-0.567141200316833,-1.6632073707282837
0.5890651085541032,-0.5732988667930736,-1.6638655041116908,0.5720340490193223,-0.567141200316833,-1.6632911867537061
0.5908587050393287,-0.5762547153183023,-1.6689358412180921,0.5735551902109687,-0.5686728839790232,-1.6603439077299256
0.5891928544857807,-0.574659903182311,-1.6608722738277328,0.5711968474531263,-0.5688681858219894,-1.6682719447672196
0.5897822417622087,-0.5776208776822074,-1.6659033734216315,0.576562956743075,-0.5716313625561016,-1.6764597641047163
0.5897818746537431,-0.5812445245418522,-1.665914635496046,0.5735549300557911,-0.5712408184745257,-1.6603518887144142
0.5879879762296537,-0.5806810160775753,-1.6608517316953981,0.5709881457707731,-0.5738087529700282,-1.660276209024994
0.5897813851697506,-0.5860761132924018,-1.6659296517805116,0.5791542984159883,-0.5742243308813771,-1.6765523011040775
0.5890635196649459,-0.588982441937158,-1.6639142477109417,0.5753039017328152,-0.5807107079241208,-1.6654410379467666
0.5890632752218535,-0.591395285896781,-1.663921746683462,0.5763534669806849,-0.5843508942843236,-1.6684882049120724
