aruco_x,aruco_y,aruco_z,x,y,z
0.5848063409372467,-0.5919860335520252,-1.668787496976295,nan,nan,nan
0.5848064635361969,-0.5907758862999261,-1.668783735912115,0.5658539377504137,-0.5840804313476817,-1.6601408075460968
0.5818249919779009,-0.5853631461955452,-1.663667033803504,0.564318153642388,-0.5877221674211562,-1.6631037050154298
0.5846600846677097,-0.5845781947898278,-1.6717613108176865,0.5650062910946874,-0.5807107079241208,-1.6651053679892476
0.5823871123058819,-0.5810951255136291,-1.6686747534291744,0.568787033305964,-0.5820032954615604,-1.676238562866767
0.5834482057421023,-0.5797290227540804,-1.67170672040225,0.5632881345070644,-0.5763766874655307,-1.660033202162075
0.5822360811898635,-0.5773043771318501,-1.6716596652676907,0.5651693357711638,-0.5783600096748143,-1.673107673163587
0.581177741458609,-0.5738344804184605,-1.668612742093861,0.5646262036332061,-0.5752652308545044,-1.6790835979780099
0.5829423373490397,-0.5731490391944901,-1.6736708049391156,0.5675817226458344,-0.5704077372592511,-1.6651572639859171
0.586658523016424,-0.5767821997007729,-1.687810806478532,0.5661969455287884,-0.5664453663011939,-1.6761057296144608
0.5845458233303074,-0.5734852457364645,-1.6817284236129872,0.5634595057794884,-0.5688681858219894,-1.6680197315847476
0.5827851654031375,-0.5717579026051686,-1.6766629823778822,0.5634592443562332,-0.5714486372323785,-1.6680277514710478
0.5826235263756778,-0.5703579445710697,-1.6796549867580899,0.5646267299699492,-0.5700698767156102,-1.6790674511328048
0.5826236497837822,-0.5691398103351858,-1.679651200870849,0.570506972185184,-0.5681566758605638,-1.6812542224266571
0.581569348067423,-0.5693259256470762,-1.6766157840605533,0.5673513997104093,-0.5702102829461455,-1.687161007714792
0.579812446161022,-0.566393680447062,-1.6715467165185087,0.5653086227275957,-0.5629550632642263,-1.681068588989946
0.5786002583654516,-0.5651813278337685,-1.6715034310589054,0.565906194636206,-0.5740732274947785,-1.7061360347720633
0.5798126917997304,-0.5639690348248316,-1.6715391808671378,0.5636056038558751,-0.5638523979759184,-1.6760131926150996
0.5786003811817866,-0.5639690348248316,-1.6714996633258434,0.5657599390315278,-0.5660071919960813,-1.690097563876049
0.5798126917997304,-0.5639690348248316,-1.6715391808671378,0.5608811960217475,-0.5611267719864658,-1.6679116013270745
0.5799686788110294,-0.562943631984421,-1.6685394463651002,0.5632902157364081,-0.5558333307102238,-1.6599693546566592
0.5817293385920079,-0.56465267657824,-1.6736048307294618,0.5591787608376182,-0.5568506869624932,-1.66284012821971
0.5817293385920079,-0.56465267657824,-1.6736048307294618,0.5607239517617453,-0.5532653962147213,-1.6598777129982618
0.5817294615653429,-0.5634388338560316,-1.673601058179985,0.5624345127966093,-0.5549532216575898,-1.664941398282003
0.5817293385920079,-0.56465267657824,-1.6736048307294618,0.5624345127966093,-0.5549532216575898,-1.664941398282003
0.5827859045414174,-0.564462031335248,-1.676640307252976,0.5607236916065678,-0.5558333307102238,-1.6598856939827504
0.5845465646967808,-0.5661673804589576,-1.681705680132041,0.5636058665532464,-0.5612593700462862,-1.6760051336417414
0.5811788448008529,-0.562943631984421,-1.6685788939982134,0.5677580693863199,-0.5602420137940167,-1.6731356883341322
0.5811788448008529,-0.562943631984421,-1.6685788939982134,0.5636061292445792,-0.5586664017210107,-1.67599707485363
0.5811788448008529,-0.562943631984421,-1.6685788939982134,0.5596973324114481,-0.5548159148535977,-1.6568474435351217
0.581328159635778,-0.5619182291440102,-1.665578942004057,0.5598600654573249,-0.5549532216575898,-1.6648574793362028
0.5818273141963352,-0.5624410391725918,-1.6635957932866925,0.5619031103728584,-0.5595637364327026,-1.6709416784787832
0.5837439608436896,-0.5631261114305585,-1.665661447594938,0.5677583316066525,-0.5576536946085562,-1.673127643995265
0.5860192039952817,-0.5653638668842628,-1.6687442045318859,0.5675830273829552,-0.5575289643238073,-1.6651172375416248
0.5831726735875801,-0.5626176773917823,-1.6606385684512035,0.5644866487733732,-0.5621488965872632,-1.67103393682272
0.5854466093626194,-0.5636474909545816,-1.663717524572646,0.5677575449516933,-0.5654185925605812,-1.6731517768266202
0.5843770014230765,-0.5626176773917823,-1.6606778257787125,0.5668925711749374,-0.5568506869624932,-1.6630915743540833
0.5872292473982321,-0.5665738949276486,-1.6687874128586857,0.5675827664367387,-0.5601047069900247,-1.665125242793434
0.5855810881174625,-0.5638218642082211,-1.6607208217619414,0.5687888721573705,-0.5638523979759184,-1.6761821509794925
0.5867852939518166,-0.5650261106290166,-1.6607638218142051,0.5711976317289302,-0.5611267719864658,-1.6682478849230726
0.5867852939518166,-0.5650261106290166,-1.6607638218142051,0.5735559706704629,-0.5609691400968722,-1.6603199649617062
0.5849949633391364,-0.5657035052648458,-1.655704895062469,0.5703447052690082,-0.5628302733751207,-1.6732280572893825
0.5878590654036678,-0.5684731788738276,-1.6638111769890664,0.569463019681431,-0.5645685570771589,-1.663199375109304
0.5885750142025166,-0.5703734647542047,-1.6658414731192714,0.5701566323105867,-0.5652561923224596,-1.6652251703009586
