Enter 's' to start: x_err,y_err, velCond, z_err [0.] [0.] 74.80077162135734 [0.5]
x_err,y_err, velCond, z_err [0.5] [0.05817304] 0.6281170761830963 [0.0308788]
x_err,y_err, velCond, z_err [0.5] [0.06029195] 0.318550127757472 [0.03415061]
x_err,y_err, velCond, z_err [0.5] [0.06602145] 0.5506008459779346 [0.05159286]
x_err,y_err, velCond, z_err [0.5] [0.06421844] 0.38378340058196164 [0.0447073]
x_err,y_err, velCond, z_err [0.5] [0.06815947] 0.6780979552510333 [0.05524858]
x_err,y_err, velCond, z_err [0.5] [0.06815947] 0.30766129493713384 [0.05542879]
x_err,y_err, velCond, z_err [0.5] [0.06815947] 0.34184567630290974 [0.05562902]
x_err,y_err, velCond, z_err [0.5] [0.07089017] 0.34860821443074064 [0.0559467]
x_err,y_err, velCond, z_err [0.5] [0.07362088] 0.6870973034056067 [0.05646461]
x_err,y_err, velCond, z_err [0.5] [0.07420023] 0.3444206105601708 [0.05368384]
x_err,y_err, velCond, z_err [0.5] [0.07556344] 0.34299442906342015 [0.05394238]
x_err,y_err, velCond, z_err [0.5] [0.08101598] 0.7631437056852655 [0.05461669]
x_err,y_err, velCond, z_err [0.5] [0.07971526] 0.4306092648832484 [0.04475638]
x_err,y_err, velCond, z_err [0.5] [0.08135541] 0.3769608276554193 [0.04103538]
x_err,y_err, velCond, z_err [0.5] [0.08325319] 0.37342627686475355 [0.03832723]
x_err,y_err, velCond, z_err [0.5] [0.07943103] 1.0207992890261193 [0.00955353]
x_err,y_err, velCond, z_err [0.5] [0.08372767] 0.4321328540729493 [0.01597095]
x_err,y_err, velCond, z_err [0.5] [0.08068189] 0.5106268293789843 [4.64830002e-06]
x_err,y_err, velCond, z_err [0.5] [0.08200389] 0.43157276799373034 [0.00031355]
x_err,y_err, velCond, z_err [0.5] [0.08188869] 0.4324557663661268 [0.00949303]
x_err,y_err, velCond, z_err [0.5] [0.08237342] 0.7789634075178529 [0.01202053]
x_err,y_err, velCond, z_err [0.5] [0.08154347] 0.38706689546841494 [0.01483672]
x_err,y_err, velCond, z_err [0.5] [0.08118938] 0.36184052738609396 [0.02066423]
x_err,y_err, velCond, z_err [0.5] [0.08071347] 0.44813968293524403 [0.01742348]
x_err,y_err, velCond, z_err [0.5] [0.07952502] 0.7357663754979513 [0.02607222]
x_err,y_err, velCond, z_err [0.5] [0.07952502] 0.4236131906509387 [0.02582409]
